Draw Date,Winning Numbers,Mega Ball,Multiplier,Game Type,Split 1,Split 2,Split 3,Split 4,Split 5,Split 6,Split 7,Split 8,Split 9,Split 10,Split 11,Split 12,Split 13,Split 14,Split 15,Split 16,Split 17,Split 18,Split 19,Split 20
1/6/16,04 09 11 13 21 31 34 41 46 49 50 51 52 55 56 58 63 64 65 69,,,Pick 10,4,9,11,13,21,31,34,41,46,49,50,51,52,55,56,58,63,64,65,69
1/5/16,10 20 22 23 25 35 39 42 45 46 50 52 53 57 61 62 67 72 74 77,,,Pick 10,10,20,22,23,25,35,39,42,45,46,50,52,53,57,61,62,67,72,74,77
1/4/16,02 03 04 06 07 08 14 18 20 24 32 33 38 44 48 50 56 59 69 74,,,Pick 10,2,3,4,6,7,8,14,18,20,24,32,33,38,44,48,50,56,59,69,74
1/3/16,04 08 10 12 15 33 38 39 40 45 46 49 50 60 64 69 71 72 77 79,,,Pick 10,4,8,10,12,15,33,38,39,40,45,46,49,50,60,64,69,71,72,77,79
1/2/16,03 09 11 13 14 28 30 34 35 43 45 52 57 59 63 65 69 70 77 78,,,Pick 10,3,9,11,13,14,28,30,34,35,43,45,52,57,59,63,65,69,70,77,78
1/1/16,05 08 12 14 15 29 38 40 44 46 47 50 57 67 69 70 72 76 78 79,,,Pick 10,5,8,12,14,15,29,38,40,44,46,47,50,57,67,69,70,72,76,78,79
12/31/15,04 07 09 12 13 24 33 38 43 44 52 54 55 59 65 67 73 74 77 78,,,Pick 10,4,7,9,12,13,24,33,38,43,44,52,54,55,59,65,67,73,74,77,78
12/30/15,05 06 09 10 11 18 24 25 37 43 44 51 57 58 61 71 73 74 75 76,,,Pick 10,5,6,9,10,11,18,24,25,37,43,44,51,57,58,61,71,73,74,75,76
12/29/15,12 15 17 22 23 27 29 30 31 33 35 42 44 58 66 69 75 76 77 80,,,Pick 10,12,15,17,22,23,27,29,30,31,33,35,42,44,58,66,69,75,76,77,80
12/28/15,02 15 18 19 23 26 34 36 37 38 39 44 51 57 59 61 70 72 73 78,,,Pick 10,2,15,18,19,23,26,34,36,37,38,39,44,51,57,59,61,70,72,73,78
12/27/15,03 06 10 14 20 24 29 31 35 43 49 54 60 62 63 67 68 74 77 79,,,Pick 10,3,6,10,14,20,24,29,31,35,43,49,54,60,62,63,67,68,74,77,79
12/26/15,02 09 11 13 14 15 28 29 33 35 43 45 50 54 58 66 71 75 77 79,,,Pick 10,2,9,11,13,14,15,28,29,33,35,43,45,50,54,58,66,71,75,77,79
12/25/15,03 04 05 13 16 27 29 31 32 33 34 35 37 40 45 47 70 73 75 77,,,Pick 10,3,4,5,13,16,27,29,31,32,33,34,35,37,40,45,47,70,73,75,77
12/24/15,01 02 11 16 19 20 22 27 28 30 34 37 45 56 59 60 66 68 71 72,,,Pick 10,1,2,11,16,19,20,22,27,28,30,34,37,45,56,59,60,66,68,71,72
12/23/15,01 05 18 20 22 26 31 32 33 35 42 44 48 54 55 58 63 66 74 78,,,Pick 10,1,5,18,20,22,26,31,32,33,35,42,44,48,54,55,58,63,66,74,78
12/22/15,06 09 10 13 24 28 32 35 45 52 56 58 59 62 64 65 70 72 77 80,,,Pick 10,6,9,10,13,24,28,32,35,45,52,56,58,59,62,64,65,70,72,77,80
12/21/15,02 10 12 15 18 27 34 43 46 49 53 55 59 64 65 66 68 74 75 79,,,Pick 10,2,10,12,15,18,27,34,43,46,49,53,55,59,64,65,66,68,74,75,79
12/20/15,03 05 15 21 23 25 26 28 29 32 46 48 53 55 56 58 60 64 69 79,,,Pick 10,3,5,15,21,23,25,26,28,29,32,46,48,53,55,56,58,60,64,69,79
12/19/15,12 14 15 23 28 29 32 39 43 48 49 53 59 60 61 64 66 69 75 77,,,Pick 10,12,14,15,23,28,29,32,39,43,48,49,53,59,60,61,64,66,69,75,77
12/18/15,05 09 11 12 14 16 24 28 31 32 36 38 42 45 46 48 66 73 74 79,,,Pick 10,5,9,11,12,14,16,24,28,31,32,36,38,42,45,46,48,66,73,74,79
12/17/15,01 02 03 04 06 11 15 19 27 42 51 54 59 60 61 62 65 67 68 77,,,Pick 10,1,2,3,4,6,11,15,19,27,42,51,54,59,60,61,62,65,67,68,77
12/16/15,06 09 10 11 20 21 23 45 51 54 55 59 62 66 68 71 72 73 77 78,,,Pick 10,6,9,10,11,20,21,23,45,51,54,55,59,62,66,68,71,72,73,77,78
12/15/15,04 07 08 09 12 16 20 21 22 24 39 41 43 44 45 61 63 65 66 75,,,Pick 10,4,7,8,9,12,16,20,21,22,24,39,41,43,44,45,61,63,65,66,75
12/14/15,05 07 15 19 20 23 24 26 31 33 40 43 49 63 64 73 75 78 79 80,,,Pick 10,5,7,15,19,20,23,24,26,31,33,40,43,49,63,64,73,75,78,79,80
12/13/15,06 10 12 15 20 25 29 38 50 51 56 59 61 66 68 73 75 77 78 80,,,Pick 10,6,10,12,15,20,25,29,38,50,51,56,59,61,66,68,73,75,77,78,80
12/12/15,05 06 10 11 17 19 20 24 33 43 47 49 58 60 66 67 70 74 76 77,,,Pick 10,5,6,10,11,17,19,20,24,33,43,47,49,58,60,66,67,70,74,76,77
12/11/15,04 06 10 12 17 18 19 26 29 35 41 43 44 45 49 50 57 63 68 77,,,Pick 10,4,6,10,12,17,18,19,26,29,35,41,43,44,45,49,50,57,63,68,77
12/10/15,06 10 11 14 19 24 33 37 39 44 47 48 50 56 63 69 71 75 77 78,,,Pick 10,6,10,11,14,19,24,33,37,39,44,47,48,50,56,63,69,71,75,77,78
12/9/15,08 17 19 23 26 29 30 31 37 40 43 53 54 56 58 61 66 68 72 78,,,Pick 10,8,17,19,23,26,29,30,31,37,40,43,53,54,56,58,61,66,68,72,78
12/8/15,06 08 09 14 16 19 20 23 27 30 41 43 53 54 56 58 71 72 74 79,,,Pick 10,6,8,9,14,16,19,20,23,27,30,41,43,53,54,56,58,71,72,74,79
12/7/15,01 02 07 13 18 20 23 24 32 35 37 38 40 41 42 47 59 60 62 72,,,Pick 10,1,2,7,13,18,20,23,24,32,35,37,38,40,41,42,47,59,60,62,72
12/6/15,01 03 14 20 24 25 33 36 40 48 51 52 55 56 58 62 63 72 74 80,,,Pick 10,1,3,14,20,24,25,33,36,40,48,51,52,55,56,58,62,63,72,74,80
12/5/15,02 03 08 10 13 16 33 38 41 46 49 50 56 64 68 74 75 76 77 80,,,Pick 10,2,3,8,10,13,16,33,38,41,46,49,50,56,64,68,74,75,76,77,80
12/4/15,07 15 20 23 24 25 31 37 45 54 56 58 62 65 71 72 76 77 78 79,,,Pick 10,7,15,20,23,24,25,31,37,45,54,56,58,62,65,71,72,76,77,78,79
12/3/15,01 03 04 08 09 10 15 18 24 28 29 32 33 34 37 38 48 51 54 61,,,Pick 10,1,3,4,8,9,10,15,18,24,28,29,32,33,34,37,38,48,51,54,61
12/2/15,01 07 09 16 20 27 30 33 35 36 45 48 49 51 59 60 66 70 77 80,,,Pick 10,1,7,9,16,20,27,30,33,35,36,45,48,49,51,59,60,66,70,77,80
12/1/15,01 03 04 06 09 10 11 15 27 29 50 51 52 53 54 56 61 64 65 75,,,Pick 10,1,3,4,6,9,10,11,15,27,29,50,51,52,53,54,56,61,64,65,75
11/30/15,02 04 11 12 15 23 25 33 35 50 51 55 57 58 60 61 65 68 72 78,,,Pick 10,2,4,11,12,15,23,25,33,35,50,51,55,57,58,60,61,65,68,72,78
11/29/15,01 02 03 06 15 22 23 32 37 40 45 50 54 62 63 68 70 74 77 80,,,Pick 10,1,2,3,6,15,22,23,32,37,40,45,50,54,62,63,68,70,74,77,80
11/28/15,02 06 07 16 17 22 25 35 37 40 43 52 54 60 64 65 67 68 69 70,,,Pick 10,2,6,7,16,17,22,25,35,37,40,43,52,54,60,64,65,67,68,69,70
11/27/15,06 11 16 18 20 22 27 31 35 36 39 41 44 45 49 51 55 64 67 74,,,Pick 10,6,11,16,18,20,22,27,31,35,36,39,41,44,45,49,51,55,64,67,74
11/26/15,01 03 07 12 13 16 17 19 23 28 34 36 37 40 47 51 55 72 74 75,,,Pick 10,1,3,7,12,13,16,17,19,23,28,34,36,37,40,47,51,55,72,74,75
11/25/15,02 05 07 11 17 18 20 29 31 36 48 51 56 60 65 68 69 73 74 75,,,Pick 10,2,5,7,11,17,18,20,29,31,36,48,51,56,60,65,68,69,73,74,75
11/24/15,04 06 09 11 13 19 20 22 23 26 32 39 48 52 53 56 59 63 69 80,,,Pick 10,4,6,9,11,13,19,20,22,23,26,32,39,48,52,53,56,59,63,69,80
11/23/15,03 10 18 22 26 28 29 35 37 40 41 47 51 52 55 56 62 66 67 78,,,Pick 10,3,10,18,22,26,28,29,35,37,40,41,47,51,52,55,56,62,66,67,78
11/22/15,01 03 08 10 11 18 22 24 32 36 41 45 47 50 52 55 64 67 69 78,,,Pick 10,1,3,8,10,11,18,22,24,32,36,41,45,47,50,52,55,64,67,69,78
11/21/15,02 08 14 18 22 26 28 35 37 38 40 42 44 46 49 54 60 68 74 77,,,Pick 10,2,8,14,18,22,26,28,35,37,38,40,42,44,46,49,54,60,68,74,77
11/20/15,09 14 24 32 39 41 43 46 47 48 50 51 53 55 58 66 67 68 69 71,,,Pick 10,9,14,24,32,39,41,43,46,47,48,50,51,53,55,58,66,67,68,69,71
11/19/15,02 08 10 11 13 14 21 27 28 39 42 45 54 55 63 64 66 68 69 79,,,Pick 10,2,8,10,11,13,14,21,27,28,39,42,45,54,55,63,64,66,68,69,79
11/18/15,04 06 09 12 17 28 29 30 34 38 40 42 45 54 59 60 66 67 71 80,,,Pick 10,4,6,9,12,17,28,29,30,34,38,40,42,45,54,59,60,66,67,71,80
11/17/15,03 05 07 11 14 17 22 31 37 40 46 52 55 56 59 62 66 67 72 75,,,Pick 10,3,5,7,11,14,17,22,31,37,40,46,52,55,56,59,62,66,67,72,75
11/16/15,01 07 17 19 22 23 26 36 40 44 46 49 51 57 61 67 68 75 78 79,,,Pick 10,1,7,17,19,22,23,26,36,40,44,46,49,51,57,61,67,68,75,78,79
11/15/15,01 02 03 04 06 08 11 13 14 28 34 38 40 41 48 56 63 72 74 77,,,Pick 10,1,2,3,4,6,8,11,13,14,28,34,38,40,41,48,56,63,72,74,77
11/14/15,05 12 13 19 31 34 35 37 41 42 44 45 46 49 51 52 68 72 75 80,,,Pick 10,5,12,13,19,31,34,35,37,41,42,44,45,46,49,51,52,68,72,75,80
11/13/15,04 05 07 17 20 24 29 30 32 33 34 38 42 50 58 66 71 75 76 78,,,Pick 10,4,5,7,17,20,24,29,30,32,33,34,38,42,50,58,66,71,75,76,78
11/12/15,01 02 04 09 19 24 26 45 46 48 49 51 54 55 62 64 70 71 75 78,,,Pick 10,1,2,4,9,19,24,26,45,46,48,49,51,54,55,62,64,70,71,75,78
11/11/15,09 13 21 23 25 26 30 31 33 37 41 43 53 55 60 66 67 72 75 80,,,Pick 10,9,13,21,23,25,26,30,31,33,37,41,43,53,55,60,66,67,72,75,80
11/10/15,01 08 14 16 26 30 34 35 36 41 45 50 51 55 57 65 66 68 70 74,,,Pick 10,1,8,14,16,26,30,34,35,36,41,45,50,51,55,57,65,66,68,70,74
11/9/15,13 19 20 21 24 25 28 33 34 40 45 54 55 56 58 60 65 66 73 78,,,Pick 10,13,19,20,21,24,25,28,33,34,40,45,54,55,56,58,60,65,66,73,78
11/8/15,04 06 08 09 11 13 15 21 24 29 33 44 46 48 54 60 65 66 72 80,,,Pick 10,4,6,8,9,11,13,15,21,24,29,33,44,46,48,54,60,65,66,72,80
11/7/15,05 07 08 09 15 21 22 27 29 31 39 40 41 50 56 57 62 69 74 80,,,Pick 10,5,7,8,9,15,21,22,27,29,31,39,40,41,50,56,57,62,69,74,80
11/6/15,02 04 06 11 14 18 31 32 35 38 43 51 54 55 57 59 60 61 71 72,,,Pick 10,2,4,6,11,14,18,31,32,35,38,43,51,54,55,57,59,60,61,71,72
11/5/15,14 15 19 33 34 35 36 37 39 42 44 46 51 55 59 61 63 69 71 73,,,Pick 10,14,15,19,33,34,35,36,37,39,42,44,46,51,55,59,61,63,69,71,73
11/4/15,01 06 14 15 17 21 22 30 31 35 37 40 41 54 55 57 60 64 73 75,,,Pick 10,1,6,14,15,17,21,22,30,31,35,37,40,41,54,55,57,60,64,73,75
11/3/15,02 05 08 10 12 13 17 18 21 34 39 40 44 46 56 57 64 72 73 75,,,Pick 10,2,5,8,10,12,13,17,18,21,34,39,40,44,46,56,57,64,72,73,75
11/2/15,04 09 14 19 25 27 30 34 36 41 45 48 50 53 57 64 67 68 70 72,,,Pick 10,4,9,14,19,25,27,30,34,36,41,45,48,50,53,57,64,67,68,70,72
11/1/15,01 03 04 05 10 22 23 25 33 34 41 42 43 51 52 54 57 59 62 74,,,Pick 10,1,3,4,5,10,22,23,25,33,34,41,42,43,51,52,54,57,59,62,74
10/31/15,01 03 08 11 22 26 34 35 47 48 50 53 56 57 62 65 73 74 76 78,,,Pick 10,1,3,8,11,22,26,34,35,47,48,50,53,56,57,62,65,73,74,76,78
10/30/15,04 11 19 23 24 25 36 39 40 41 44 50 51 54 55 58 66 68 77 78,,,Pick 10,4,11,19,23,24,25,36,39,40,41,44,50,51,54,55,58,66,68,77,78
10/29/15,01 03 04 11 13 16 18 21 22 23 29 32 34 42 45 61 62 66 73 74,,,Pick 10,1,3,4,11,13,16,18,21,22,23,29,32,34,42,45,61,62,66,73,74
10/28/15,04 08 11 23 30 32 37 39 41 44 45 47 48 50 56 59 67 71 74 80,,,Pick 10,4,8,11,23,30,32,37,39,41,44,45,47,48,50,56,59,67,71,74,80
10/27/15,01 06 09 23 24 25 26 32 35 40 42 45 54 65 67 68 70 77 78 80,,,Pick 10,1,6,9,23,24,25,26,32,35,40,42,45,54,65,67,68,70,77,78,80
10/26/15,04 06 08 12 13 22 23 32 33 36 37 38 40 46 53 56 59 66 71 78,,,Pick 10,4,6,8,12,13,22,23,32,33,36,37,38,40,46,53,56,59,66,71,78
10/25/15,06 09 10 11 15 20 22 32 35 37 47 51 52 54 56 63 71 72 78 80,,,Pick 10,6,9,10,11,15,20,22,32,35,37,47,51,52,54,56,63,71,72,78,80
10/24/15,01 02 16 19 21 35 39 41 47 48 50 53 55 59 63 67 68 76 78 79,,,Pick 10,1,2,16,19,21,35,39,41,47,48,50,53,55,59,63,67,68,76,78,79
10/23/15,06 12 14 16 18 25 28 30 34 40 42 43 48 50 54 55 56 60 71 80,,,Pick 10,6,12,14,16,18,25,28,30,34,40,42,43,48,50,54,55,56,60,71,80
10/22/15,01 03 09 11 13 20 29 34 35 37 38 39 40 43 48 52 55 64 67 76,,,Pick 10,1,3,9,11,13,20,29,34,35,37,38,39,40,43,48,52,55,64,67,76
10/21/15,02 07 09 15 16 20 21 22 38 43 46 51 53 55 65 68 73 75 77 79,,,Pick 10,2,7,9,15,16,20,21,22,38,43,46,51,53,55,65,68,73,75,77,79
10/20/15,01 03 11 15 17 18 19 25 34 35 36 43 47 49 54 56 62 69 72 76,,,Pick 10,1,3,11,15,17,18,19,25,34,35,36,43,47,49,54,56,62,69,72,76
10/19/15,04 06 09 10 16 22 37 38 41 44 47 49 50 54 58 60 64 66 70 76,,,Pick 10,4,6,9,10,16,22,37,38,41,44,47,49,50,54,58,60,64,66,70,76
10/18/15,02 04 09 11 13 15 16 17 25 28 40 42 50 52 58 59 60 68 72 73,,,Pick 10,2,4,9,11,13,15,16,17,25,28,40,42,50,52,58,59,60,68,72,73
10/17/15,02 04 05 08 11 15 23 24 25 27 39 44 48 56 62 66 70 74 77 80,,,Pick 10,2,4,5,8,11,15,23,24,25,27,39,44,48,56,62,66,70,74,77,80
10/16/15,07 12 16 17 19 20 23 24 28 29 31 34 37 45 50 60 65 70 78 80,,,Pick 10,7,12,16,17,19,20,23,24,28,29,31,34,37,45,50,60,65,70,78,80
10/15/15,01 10 13 21 22 23 28 30 33 35 38 47 52 54 55 59 62 63 65 66,,,Pick 10,1,10,13,21,22,23,28,30,33,35,38,47,52,54,55,59,62,63,65,66
10/14/15,06 15 17 20 21 22 33 34 37 41 42 45 46 53 54 56 66 69 71 79,,,Pick 10,6,15,17,20,21,22,33,34,37,41,42,45,46,53,54,56,66,69,71,79
10/13/15,02 06 08 14 25 29 34 36 42 43 44 45 49 56 58 60 72 75 77 80,,,Pick 10,2,6,8,14,25,29,34,36,42,43,44,45,49,56,58,60,72,75,77,80
10/12/15,03 06 08 11 14 19 23 24 33 42 52 54 56 64 66 68 69 78 79 80,,,Pick 10,3,6,8,11,14,19,23,24,33,42,52,54,56,64,66,68,69,78,79,80
10/11/15,02 03 05 08 20 23 25 26 29 31 32 36 37 40 47 54 58 60 63 76,,,Pick 10,2,3,5,8,20,23,25,26,29,31,32,36,37,40,47,54,58,60,63,76
10/10/15,01 04 05 07 15 16 19 31 42 46 47 53 57 58 59 67 68 73 74 79,,,Pick 10,1,4,5,7,15,16,19,31,42,46,47,53,57,58,59,67,68,73,74,79
10/9/15,03 06 08 11 15 16 17 23 25 29 30 33 41 49 52 55 59 67 74 75,,,Pick 10,3,6,8,11,15,16,17,23,25,29,30,33,41,49,52,55,59,67,74,75
10/8/15,08 11 12 14 17 18 24 28 29 30 31 38 43 51 53 62 64 65 75 78,,,Pick 10,8,11,12,14,17,18,24,28,29,30,31,38,43,51,53,62,64,65,75,78
10/7/15,02 04 08 11 15 20 21 22 31 33 34 40 41 45 49 50 51 57 65 73,,,Pick 10,2,4,8,11,15,20,21,22,31,33,34,40,41,45,49,50,51,57,65,73
10/6/15,01 09 16 17 19 21 34 37 40 49 52 54 57 58 60 63 71 75 78 80,,,Pick 10,1,9,16,17,19,21,34,37,40,49,52,54,57,58,60,63,71,75,78,80
10/5/15,01 03 10 14 17 19 20 22 24 36 37 38 42 52 55 56 60 72 79 80,,,Pick 10,1,3,10,14,17,19,20,22,24,36,37,38,42,52,55,56,60,72,79,80
10/4/15,01 08 17 20 21 22 24 33 39 45 50 52 57 58 63 69 72 76 79 80,,,Pick 10,1,8,17,20,21,22,24,33,39,45,50,52,57,58,63,69,72,76,79,80
10/3/15,01 02 03 12 14 17 24 25 26 30 32 34 35 38 44 48 49 53 57 67,,,Pick 10,1,2,3,12,14,17,24,25,26,30,32,34,35,38,44,48,49,53,57,67
10/2/15,13 16 20 23 25 37 43 44 46 49 51 54 56 57 58 62 64 66 69 73,,,Pick 10,13,16,20,23,25,37,43,44,46,49,51,54,56,57,58,62,64,66,69,73
10/1/15,01 03 09 10 11 22 26 29 35 38 39 42 46 50 53 62 64 67 69 78,,,Pick 10,1,3,9,10,11,22,26,29,35,38,39,42,46,50,53,62,64,67,69,78
9/30/15,01 05 06 07 11 18 19 23 24 26 29 32 35 36 37 50 77 78 79 80,,,Pick 10,1,5,6,7,11,18,19,23,24,26,29,32,35,36,37,50,77,78,79,80
9/29/15,02 12 17 24 25 30 31 39 41 45 48 49 56 57 58 62 65 66 71 72,,,Pick 10,2,12,17,24,25,30,31,39,41,45,48,49,56,57,58,62,65,66,71,72
9/28/15,04 09 11 12 23 25 27 30 32 34 35 45 46 54 55 68 70 73 74 76,,,Pick 10,4,9,11,12,23,25,27,30,32,34,35,45,46,54,55,68,70,73,74,76
9/27/15,03 05 06 07 08 09 11 25 30 34 37 39 41 42 57 63 67 74 77 79,,,Pick 10,3,5,6,7,8,9,11,25,30,34,37,39,41,42,57,63,67,74,77,79
9/26/15,03 09 12 15 24 25 28 31 33 37 40 44 46 47 48 58 59 65 68 79,,,Pick 10,3,9,12,15,24,25,28,31,33,37,40,44,46,47,48,58,59,65,68,79
9/25/15,03 04 12 13 20 21 22 26 28 34 36 38 42 44 45 48 53 57 67 77,,,Pick 10,3,4,12,13,20,21,22,26,28,34,36,38,42,44,45,48,53,57,67,77
9/24/15,01 02 04 10 13 14 15 16 21 31 32 35 42 46 57 62 72 74 77 79,,,Pick 10,1,2,4,10,13,14,15,16,21,31,32,35,42,46,57,62,72,74,77,79
9/23/15,04 12 15 26 28 31 36 42 45 46 50 53 55 58 63 70 71 72 75 76,,,Pick 10,4,12,15,26,28,31,36,42,45,46,50,53,55,58,63,70,71,72,75,76
9/22/15,07 08 10 15 19 23 25 27 29 32 33 45 49 53 58 60 69 71 75 79,,,Pick 10,7,8,10,15,19,23,25,27,29,32,33,45,49,53,58,60,69,71,75,79
9/21/15,01 02 03 15 23 27 32 41 42 43 44 46 51 53 55 61 64 65 70 78,,,Pick 10,1,2,3,15,23,27,32,41,42,43,44,46,51,53,55,61,64,65,70,78
9/20/15,02 04 05 07 10 13 14 19 21 23 28 31 39 46 48 51 54 59 63 64,,,Pick 10,2,4,5,7,10,13,14,19,21,23,28,31,39,46,48,51,54,59,63,64
9/19/15,03 04 05 06 09 10 16 21 22 37 38 39 42 47 50 56 60 62 70 79,,,Pick 10,3,4,5,6,9,10,16,21,22,37,38,39,42,47,50,56,60,62,70,79
9/18/15,10 12 15 19 21 25 27 31 33 34 37 38 42 45 47 52 56 69 71 73,,,Pick 10,10,12,15,19,21,25,27,31,33,34,37,38,42,45,47,52,56,69,71,73
9/17/15,01 02 07 09 18 25 27 33 36 43 44 46 47 56 59 62 67 71 74 79,,,Pick 10,1,2,7,9,18,25,27,33,36,43,44,46,47,56,59,62,67,71,74,79
9/16/15,01 09 15 21 23 25 35 47 50 52 57 59 60 61 63 64 67 70 74 78,,,Pick 10,1,9,15,21,23,25,35,47,50,52,57,59,60,61,63,64,67,70,74,78
9/15/15,16 20 23 27 31 36 46 47 48 51 53 54 57 58 60 64 68 74 78 80,,,Pick 10,16,20,23,27,31,36,46,47,48,51,53,54,57,58,60,64,68,74,78,80
9/14/15,01 02 03 04 06 10 22 28 32 39 42 49 51 52 66 68 71 75 79 80,,,Pick 10,1,2,3,4,6,10,22,28,32,39,42,49,51,52,66,68,71,75,79,80
9/13/15,01 02 03 04 08 13 16 17 20 25 27 28 34 41 44 45 52 68 73 77,,,Pick 10,1,2,3,4,8,13,16,17,20,25,27,28,34,41,44,45,52,68,73,77
9/12/15,06 13 15 16 20 25 31 35 39 43 44 45 47 56 57 60 61 65 74 76,,,Pick 10,6,13,15,16,20,25,31,35,39,43,44,45,47,56,57,60,61,65,74,76
9/11/15,07 08 09 11 13 16 19 23 26 30 35 41 44 50 56 59 64 69 73 79,,,Pick 10,7,8,9,11,13,16,19,23,26,30,35,41,44,50,56,59,64,69,73,79
9/10/15,04 12 17 31 32 37 40 43 44 45 47 57 60 62 65 69 70 72 77 79,,,Pick 10,4,12,17,31,32,37,40,43,44,45,47,57,60,62,65,69,70,72,77,79
9/9/15,04 05 07 16 24 26 28 30 36 42 47 48 50 58 59 62 64 68 74 79,,,Pick 10,4,5,7,16,24,26,28,30,36,42,47,48,50,58,59,62,64,68,74,79
9/8/15,01 02 15 16 22 23 24 26 29 35 41 42 43 49 50 53 62 67 79 80,,,Pick 10,1,2,15,16,22,23,24,26,29,35,41,42,43,49,50,53,62,67,79,80
9/7/15,12 13 15 18 19 22 23 24 30 32 34 43 44 47 49 53 65 66 69 73,,,Pick 10,12,13,15,18,19,22,23,24,30,32,34,43,44,47,49,53,65,66,69,73
9/6/15,03 10 14 18 19 21 26 36 38 39 46 49 50 52 61 62 64 66 73 74,,,Pick 10,3,10,14,18,19,21,26,36,38,39,46,49,50,52,61,62,64,66,73,74
9/5/15,03 07 13 21 25 33 38 39 40 43 49 51 56 59 62 65 70 72 74 79,,,Pick 10,3,7,13,21,25,33,38,39,40,43,49,51,56,59,62,65,70,72,74,79
9/4/15,03 05 06 09 12 13 22 27 31 44 50 51 57 58 60 61 62 73 75 77,,,Pick 10,3,5,6,9,12,13,22,27,31,44,50,51,57,58,60,61,62,73,75,77
9/3/15,02 05 10 16 20 24 28 30 38 48 49 50 52 55 59 61 62 63 67 77,,,Pick 10,2,5,10,16,20,24,28,30,38,48,49,50,52,55,59,61,62,63,67,77
9/2/15,03 04 11 21 23 25 32 33 34 36 46 47 58 59 65 69 71 74 76 78,,,Pick 10,3,4,11,21,23,25,32,33,34,36,46,47,58,59,65,69,71,74,76,78
9/1/15,05 08 12 14 15 19 23 24 29 36 38 46 47 53 55 62 63 65 75 77,,,Pick 10,5,8,12,14,15,19,23,24,29,36,38,46,47,53,55,62,63,65,75,77
8/31/15,03 04 11 12 17 24 25 27 32 37 39 43 44 46 51 54 55 59 64 68,,,Pick 10,3,4,11,12,17,24,25,27,32,37,39,43,44,46,51,54,55,59,64,68
8/30/15,08 09 11 12 14 17 21 31 33 34 39 43 51 58 60 61 65 69 74 78,,,Pick 10,8,9,11,12,14,17,21,31,33,34,39,43,51,58,60,61,65,69,74,78
8/29/15,07 12 21 22 26 29 30 37 39 40 42 49 52 55 56 60 68 72 75 78,,,Pick 10,7,12,21,22,26,29,30,37,39,40,42,49,52,55,56,60,68,72,75,78
8/28/15,05 07 09 17 21 30 34 35 41 49 53 54 55 57 61 67 69 70 75 78,,,Pick 10,5,7,9,17,21,30,34,35,41,49,53,54,55,57,61,67,69,70,75,78
8/27/15,04 06 10 11 19 26 32 34 36 40 41 43 54 55 59 64 72 75 76 77,,,Pick 10,4,6,10,11,19,26,32,34,36,40,41,43,54,55,59,64,72,75,76,77
8/26/15,01 02 04 08 12 13 14 23 34 38 39 42 44 45 48 51 57 74 75 78,,,Pick 10,1,2,4,8,12,13,14,23,34,38,39,42,44,45,48,51,57,74,75,78
8/25/15,03 07 10 11 13 15 22 25 26 30 31 32 33 36 40 43 55 58 64 75,,,Pick 10,3,7,10,11,13,15,22,25,26,30,31,32,33,36,40,43,55,58,64,75
8/24/15,01 08 11 12 18 23 29 30 33 34 35 42 45 53 55 57 58 59 76 79,,,Pick 10,1,8,11,12,18,23,29,30,33,34,35,42,45,53,55,57,58,59,76,79
8/23/15,01 17 18 20 21 30 34 37 40 50 60 61 63 66 67 68 71 72 78 80,,,Pick 10,1,17,18,20,21,30,34,37,40,50,60,61,63,66,67,68,71,72,78,80
8/22/15,01 04 09 20 27 35 36 41 42 43 45 47 48 51 58 60 65 71 72 78,,,Pick 10,1,4,9,20,27,35,36,41,42,43,45,47,48,51,58,60,65,71,72,78
8/21/15,09 11 12 16 26 27 29 42 47 48 52 53 54 59 63 66 69 75 77 79,,,Pick 10,9,11,12,16,26,27,29,42,47,48,52,53,54,59,63,66,69,75,77,79
8/20/15,08 11 12 16 22 24 32 34 42 43 49 53 54 60 66 67 71 73 75 78,,,Pick 10,8,11,12,16,22,24,32,34,42,43,49,53,54,60,66,67,71,73,75,78
8/19/15,05 07 08 09 10 12 18 24 26 35 40 46 49 50 61 62 70 71 74 75,,,Pick 10,5,7,8,9,10,12,18,24,26,35,40,46,49,50,61,62,70,71,74,75
8/18/15,05 06 15 16 17 25 28 29 35 40 48 49 53 65 69 70 71 72 73 79,,,Pick 10,5,6,15,16,17,25,28,29,35,40,48,49,53,65,69,70,71,72,73,79
8/17/15,04 08 09 14 17 20 24 31 33 34 36 37 40 41 51 63 67 71 72 79,,,Pick 10,4,8,9,14,17,20,24,31,33,34,36,37,40,41,51,63,67,71,72,79
8/16/15,06 11 19 20 23 26 28 29 34 36 47 54 55 57 58 61 69 71 73 77,,,Pick 10,6,11,19,20,23,26,28,29,34,36,47,54,55,57,58,61,69,71,73,77
8/15/15,03 10 11 23 29 31 37 42 47 50 55 56 58 65 66 67 68 75 76 80,,,Pick 10,3,10,11,23,29,31,37,42,47,50,55,56,58,65,66,67,68,75,76,80
8/14/15,03 04 11 12 25 26 36 49 50 58 59 60 64 66 70 71 73 74 77 80,,,Pick 10,3,4,11,12,25,26,36,49,50,58,59,60,64,66,70,71,73,74,77,80
8/13/15,05 08 10 14 17 21 23 26 42 44 46 56 57 59 65 70 71 73 76 79,,,Pick 10,5,8,10,14,17,21,23,26,42,44,46,56,57,59,65,70,71,73,76,79
