Draw Date,Winning Numbers,Mega Ball,Multiplier,Game Type,Split 1,Split 2,Split 3,Split 4,Split 5,Split 6,Split 7,Split 8,Split 9,Split 10,Split 11,Split 12,Split 13,Split 14,Split 15,Split 16,Split 17,Split 18,Split 19,Split 20
3/30/89,14 16 20 21 24 26 28 29 39 40 41 48 50 54 65 68 69 72 76 78,,,Pick 10,14,16,20,21,24,26,28,29,39,40,41,48,50,54,65,68,69,72,76,78
3/29/89,03 12 13 14 28 36 39 48 55 57 59 64 65 68 70 72 73 75 78 79,,,Pick 10,3,12,13,14,28,36,39,48,55,57,59,64,65,68,70,72,73,75,78,79
3/28/89,04 13 17 23 24 33 35 36 38 42 44 45 52 54 55 60 66 70 73 80,,,Pick 10,4,13,17,23,24,33,35,36,38,42,44,45,52,54,55,60,66,70,73,80
3/27/89,04 10 15 16 17 23 24 26 31 39 44 53 54 58 61 67 70 73 76 77,,,Pick 10,4,10,15,16,17,23,24,26,31,39,44,53,54,58,61,67,70,73,76,77
3/26/89,04 05 19 23 25 28 31 38 42 45 50 53 58 60 61 62 64 72 73 74,,,Pick 10,4,5,19,23,25,28,31,38,42,45,50,53,58,60,61,62,64,72,73,74
3/25/89,04 11 15 16 18 35 39 41 44 52 54 55 57 58 62 66 68 71 72 73,,,Pick 10,4,11,15,16,18,35,39,41,44,52,54,55,57,58,62,66,68,71,72,73
3/24/89,04 06 09 11 13 14 29 31 32 43 44 46 60 62 63 64 67 70 71 72,,,Pick 10,4,6,9,11,13,14,29,31,32,43,44,46,60,62,63,64,67,70,71,72
3/23/89,07 09 12 20 25 26 34 38 40 41 42 43 50 53 56 61 68 70 76 79,,,Pick 10,7,9,12,20,25,26,34,38,40,41,42,43,50,53,56,61,68,70,76,79
3/22/89,05 08 11 14 17 19 27 36 38 40 42 45 48 55 59 67 70 75 77 79,,,Pick 10,5,8,11,14,17,19,27,36,38,40,42,45,48,55,59,67,70,75,77,79
3/21/89,05 06 11 15 20 28 31 40 43 44 46 56 61 64 65 69 71 74 75 78,,,Pick 10,5,6,11,15,20,28,31,40,43,44,46,56,61,64,65,69,71,74,75,78
3/20/89,11 16 17 18 19 20 23 24 27 30 31 36 38 41 56 57 60 65 72 78,,,Pick 10,11,16,17,18,19,20,23,24,27,30,31,36,38,41,56,57,60,65,72,78
3/19/89,01 03 06 10 14 19 24 26 27 28 33 41 44 55 62 63 65 69 73 78,,,Pick 10,1,3,6,10,14,19,24,26,27,28,33,41,44,55,62,63,65,69,73,78
3/18/89,02 05 08 10 13 19 20 23 26 39 43 44 47 55 67 71 72 74 75 80,,,Pick 10,2,5,8,10,13,19,20,23,26,39,43,44,47,55,67,71,72,74,75,80
3/17/89,05 08 09 15 20 21 34 36 42 43 50 51 53 56 58 64 68 72 73 78,,,Pick 10,5,8,9,15,20,21,34,36,42,43,50,51,53,56,58,64,68,72,73,78
3/16/89,02 13 15 16 23 37 38 39 40 42 44 45 56 60 63 66 70 71 77 79,,,Pick 10,2,13,15,16,23,37,38,39,40,42,44,45,56,60,63,66,70,71,77,79
3/15/89,02 06 09 16 18 24 25 28 30 32 40 41 42 44 52 54 58 61 68 71,,,Pick 10,2,6,9,16,18,24,25,28,30,32,40,41,42,44,52,54,58,61,68,71
3/14/89,02 08 11 12 13 16 22 24 38 43 44 46 50 52 55 60 61 63 71 72,,,Pick 10,2,8,11,12,13,16,22,24,38,43,44,46,50,52,55,60,61,63,71,72
3/13/89,03 04 11 15 18 25 31 32 35 37 39 46 49 51 53 61 62 76 77 79,,,Pick 10,3,4,11,15,18,25,31,32,35,37,39,46,49,51,53,61,62,76,77,79
3/12/89,02 03 04 07 11 15 18 25 30 34 38 40 41 45 54 57 62 73 78 79,,,Pick 10,2,3,4,7,11,15,18,25,30,34,38,40,41,45,54,57,62,73,78,79
3/11/89,14 15 16 18 27 28 32 41 48 49 51 55 56 62 63 65 68 78 79 80,,,Pick 10,14,15,16,18,27,28,32,41,48,49,51,55,56,62,63,65,68,78,79,80
3/10/89,02 03 10 17 18 28 40 46 48 50 53 54 59 61 69 70 73 75 78 80,,,Pick 10,2,3,10,17,18,28,40,46,48,50,53,54,59,61,69,70,73,75,78,80
3/9/89,06 09 11 16 17 20 22 25 33 34 38 39 44 51 56 60 61 65 73 76,,,Pick 10,6,9,11,16,17,20,22,25,33,34,38,39,44,51,56,60,61,65,73,76
3/8/89,02 03 04 11 12 13 18 19 25 26 29 37 38 43 46 48 51 59 64 70,,,Pick 10,2,3,4,11,12,13,18,19,25,26,29,37,38,43,46,48,51,59,64,70
3/7/89,02 03 07 14 18 22 27 40 47 48 50 51 57 59 62 66 67 68 77 80,,,Pick 10,2,3,7,14,18,22,27,40,47,48,50,51,57,59,62,66,67,68,77,80
3/6/89,11 18 23 31 33 39 43 47 49 50 51 52 54 55 56 66 67 68 70 77,,,Pick 10,11,18,23,31,33,39,43,47,49,50,51,52,54,55,56,66,67,68,70,77
3/5/89,04 05 11 12 13 15 16 17 29 32 41 42 49 59 63 64 68 72 73 77,,,Pick 10,4,5,11,12,13,15,16,17,29,32,41,42,49,59,63,64,68,72,73,77
3/4/89,05 09 11 13 19 21 29 31 35 38 43 44 47 49 53 56 74 77 78 80,,,Pick 10,5,9,11,13,19,21,29,31,35,38,43,44,47,49,53,56,74,77,78,80
3/3/89,07 09 10 19 23 27 35 37 38 40 41 44 49 52 54 57 60 63 66 72,,,Pick 10,7,9,10,19,23,27,35,37,38,40,41,44,49,52,54,57,60,63,66,72
3/2/89,05 14 15 27 28 31 38 39 49 56 60 61 62 63 65 70 71 72 74 75,,,Pick 10,5,14,15,27,28,31,38,39,49,56,60,61,62,63,65,70,71,72,74,75
3/1/89,03 05 15 18 22 23 24 31 36 38 40 42 43 45 50 52 59 62 76 77,,,Pick 10,3,5,15,18,22,23,24,31,36,38,40,42,43,45,50,52,59,62,76,77
2/28/89,01 08 10 13 14 25 31 34 37 38 40 43 45 46 58 68 70 74 75 79,,,Pick 10,1,8,10,13,14,25,31,34,37,38,40,43,45,46,58,68,70,74,75,79
2/27/89,02 03 06 08 09 13 14 21 25 28 30 34 38 40 45 55 60 72 73 77,,,Pick 10,2,3,6,8,9,13,14,21,25,28,30,34,38,40,45,55,60,72,73,77
2/26/89,02 16 18 20 22 25 27 32 35 39 45 46 56 61 68 73 76 77 79 80,,,Pick 10,2,16,18,20,22,25,27,32,35,39,45,46,56,61,68,73,76,77,79,80
2/25/89,02 06 12 20 27 28 29 31 36 41 44 47 52 53 55 61 63 66 69 73,,,Pick 10,2,6,12,20,27,28,29,31,36,41,44,47,52,53,55,61,63,66,69,73
2/24/89,02 03 04 15 18 20 23 26 37 41 42 46 49 50 52 53 65 67 68 71,,,Pick 10,2,3,4,15,18,20,23,26,37,41,42,46,49,50,52,53,65,67,68,71
2/23/89,01 04 09 10 17 22 23 24 28 31 34 38 39 50 53 60 70 74 76 79,,,Pick 10,1,4,9,10,17,22,23,24,28,31,34,38,39,50,53,60,70,74,76,79
2/22/89,04 06 07 08 10 13 15 21 30 32 34 36 40 42 53 56 58 60 65 66,,,Pick 10,4,6,7,8,10,13,15,21,30,32,34,36,40,42,53,56,58,60,65,66
2/21/89,04 06 07 10 17 18 22 30 37 39 50 53 60 62 64 65 72 73 74 78,,,Pick 10,4,6,7,10,17,18,22,30,37,39,50,53,60,62,64,65,72,73,74,78
2/20/89,06 12 15 19 20 24 27 35 43 46 50 51 53 56 57 59 68 76 78 79,,,Pick 10,6,12,15,19,20,24,27,35,43,46,50,51,53,56,57,59,68,76,78,79
2/19/89,02 03 11 13 14 18 20 21 32 34 39 40 46 49 53 57 62 68 69 75,,,Pick 10,2,3,11,13,14,18,20,21,32,34,39,40,46,49,53,57,62,68,69,75
2/18/89,02 04 14 19 20 21 22 27 31 49 51 52 57 58 63 64 65 66 78 79,,,Pick 10,2,4,14,19,20,21,22,27,31,49,51,52,57,58,63,64,65,66,78,79
2/17/89,02 06 08 17 22 28 31 34 36 37 39 41 44 45 48 60 66 68 69 73,,,Pick 10,2,6,8,17,22,28,31,34,36,37,39,41,44,45,48,60,66,68,69,73
2/16/89,01 05 08 10 13 14 16 18 22 26 27 28 29 48 59 71 72 73 76 78,,,Pick 10,1,5,8,10,13,14,16,18,22,26,27,28,29,48,59,71,72,73,76,78
2/15/89,01 05 08 13 17 29 34 39 42 43 44 46 47 52 59 60 64 68 74 77,,,Pick 10,1,5,8,13,17,29,34,39,42,43,44,46,47,52,59,60,64,68,74,77
2/14/89,02 13 16 17 18 19 27 37 38 42 43 47 49 50 57 62 65 70 72 80,,,Pick 10,2,13,16,17,18,19,27,37,38,42,43,47,49,50,57,62,65,70,72,80
2/13/89,03 05 06 14 16 17 37 46 53 56 61 64 67 68 70 71 72 73 77 79,,,Pick 10,3,5,6,14,16,17,37,46,53,56,61,64,67,68,70,71,72,73,77,79
2/12/89,04 09 16 18 21 23 27 32 34 44 50 52 55 59 61 63 70 73 79 80,,,Pick 10,4,9,16,18,21,23,27,32,34,44,50,52,55,59,61,63,70,73,79,80
2/11/89,03 04 09 12 17 19 20 22 29 31 41 42 46 52 53 57 61 62 68 78,,,Pick 10,3,4,9,12,17,19,20,22,29,31,41,42,46,52,53,57,61,62,68,78
2/10/89,02 04 06 11 13 16 21 29 32 44 47 51 52 58 62 63 71 72 75 77,,,Pick 10,2,4,6,11,13,16,21,29,32,44,47,51,52,58,62,63,71,72,75,77
2/9/89,06 07 10 12 14 15 23 25 28 34 43 46 47 49 53 56 59 64 71 74,,,Pick 10,6,7,10,12,14,15,23,25,28,34,43,46,47,49,53,56,59,64,71,74
2/8/89,14 15 16 18 24 26 35 41 42 48 53 59 62 65 68 71 76 77 78 80,,,Pick 10,14,15,16,18,24,26,35,41,42,48,53,59,62,65,68,71,76,77,78,80
2/7/89,02 07 08 10 12 22 24 26 29 32 36 37 40 41 42 43 44 49 50 59,,,Pick 10,2,7,8,10,12,22,24,26,29,32,36,37,40,41,42,43,44,49,50,59
2/6/89,03 06 07 10 18 20 30 33 36 39 46 49 50 52 54 56 62 69 73 77,,,Pick 10,3,6,7,10,18,20,30,33,36,39,46,49,50,52,54,56,62,69,73,77
2/5/89,06 09 10 13 16 20 22 23 30 34 37 38 47 52 56 57 59 62 70 73,,,Pick 10,6,9,10,13,16,20,22,23,30,34,37,38,47,52,56,57,59,62,70,73
2/4/89,04 05 06 11 12 13 14 21 26 28 30 34 40 46 56 58 65 69 70 76,,,Pick 10,4,5,6,11,12,13,14,21,26,28,30,34,40,46,56,58,65,69,70,76
2/3/89,02 09 15 18 20 21 23 24 26 30 31 36 39 41 45 55 57 73 74 78,,,Pick 10,2,9,15,18,20,21,23,24,26,30,31,36,39,41,45,55,57,73,74,78
2/2/89,02 06 10 11 17 18 20 32 34 40 49 50 51 54 55 56 62 69 75 77,,,Pick 10,2,6,10,11,17,18,20,32,34,40,49,50,51,54,55,56,62,69,75,77
2/1/89,03 04 05 10 11 12 13 14 23 30 31 33 40 46 49 53 62 64 68 75,,,Pick 10,3,4,5,10,11,12,13,14,23,30,31,33,40,46,49,53,62,64,68,75
1/31/89,10 17 19 20 24 34 35 36 37 40 42 45 48 50 57 61 65 70 75 78,,,Pick 10,10,17,19,20,24,34,35,36,37,40,42,45,48,50,57,61,65,70,75,78
1/30/89,03 05 06 07 08 09 11 21 25 30 32 33 34 41 47 48 61 66 68 73,,,Pick 10,3,5,6,7,8,9,11,21,25,30,32,33,34,41,47,48,61,66,68,73
1/29/89,04 10 13 14 17 24 28 31 39 45 46 54 57 58 60 62 63 65 77 78,,,Pick 10,4,10,13,14,17,24,28,31,39,45,46,54,57,58,60,62,63,65,77,78
1/28/89,02 05 06 07 13 15 17 22 27 28 30 43 48 49 61 62 64 67 68 72,,,Pick 10,2,5,6,7,13,15,17,22,27,28,30,43,48,49,61,62,64,67,68,72
1/27/89,10 15 19 24 28 29 30 34 39 45 51 55 56 60 61 67 72 74 78 79,,,Pick 10,10,15,19,24,28,29,30,34,39,45,51,55,56,60,61,67,72,74,78,79
1/26/89,15 18 20 21 26 29 32 37 39 42 46 57 58 61 62 67 72 73 75 76,,,Pick 10,15,18,20,21,26,29,32,37,39,42,46,57,58,61,62,67,72,73,75,76
1/25/89,03 07 10 12 14 18 22 24 28 34 36 37 39 44 56 60 61 64 71 75,,,Pick 10,3,7,10,12,14,18,22,24,28,34,36,37,39,44,56,60,61,64,71,75
1/24/89,02 03 10 15 17 21 26 31 38 42 44 49 50 51 59 67 68 70 74 77,,,Pick 10,2,3,10,15,17,21,26,31,38,42,44,49,50,51,59,67,68,70,74,77
1/23/89,02 05 06 20 22 25 27 33 41 44 47 52 55 57 66 69 71 72 76 79,,,Pick 10,2,5,6,20,22,25,27,33,41,44,47,52,55,57,66,69,71,72,76,79
1/22/89,02 03 05 07 08 18 20 21 24 40 42 45 53 57 62 63 68 74 78 80,,,Pick 10,2,3,5,7,8,18,20,21,24,40,42,45,53,57,62,63,68,74,78,80
1/21/89,01 03 14 21 30 33 38 39 44 47 48 50 52 62 65 69 72 73 74 75,,,Pick 10,1,3,14,21,30,33,38,39,44,47,48,50,52,62,65,69,72,73,74,75
1/20/89,03 05 07 08 09 13 17 22 26 30 34 39 41 45 47 53 57 61 67 68,,,Pick 10,3,5,7,8,9,13,17,22,26,30,34,39,41,45,47,53,57,61,67,68
1/19/89,12 20 22 26 32 41 46 49 55 57 58 61 62 65 66 69 70 77 78 79,,,Pick 10,12,20,22,26,32,41,46,49,55,57,58,61,62,65,66,69,70,77,78,79
1/18/89,04 19 24 29 30 31 32 36 38 41 42 44 51 55 56 62 63 71 73 77,,,Pick 10,4,19,24,29,30,31,32,36,38,41,42,44,51,55,56,62,63,71,73,77
1/17/89,08 11 22 29 30 32 33 35 38 40 42 45 53 54 70 71 74 75 76 80,,,Pick 10,8,11,22,29,30,32,33,35,38,40,42,45,53,54,70,71,74,75,76,80
1/16/89,04 09 11 19 23 24 29 30 31 33 36 46 49 66 67 71 73 77 79 80,,,Pick 10,4,9,11,19,23,24,29,30,31,33,36,46,49,66,67,71,73,77,79,80
1/15/89,02 04 08 10 21 22 24 28 31 32 35 37 42 51 52 54 58 62 66 67,,,Pick 10,2,4,8,10,21,22,24,28,31,32,35,37,42,51,52,54,58,62,66,67
1/14/89,04 06 08 09 15 17 21 25 35 36 43 46 47 50 52 57 63 65 73 75,,,Pick 10,4,6,8,9,15,17,21,25,35,36,43,46,47,50,52,57,63,65,73,75
1/13/89,01 05 14 17 21 24 28 34 46 54 58 59 61 62 64 66 67 68 75 78,,,Pick 10,1,5,14,17,21,24,28,34,46,54,58,59,61,62,64,66,67,68,75,78
1/12/89,01 04 08 11 23 25 27 32 35 37 38 39 47 52 55 57 61 66 78 80,,,Pick 10,1,4,8,11,23,25,27,32,35,37,38,39,47,52,55,57,61,66,78,80
1/11/89,03 11 12 18 19 24 33 34 38 41 42 50 51 53 57 58 62 64 70 72,,,Pick 10,3,11,12,18,19,24,33,34,38,41,42,50,51,53,57,58,62,64,70,72
1/10/89,08 12 13 19 20 21 22 25 26 38 46 49 58 59 60 63 66 72 73 75,,,Pick 10,8,12,13,19,20,21,22,25,26,38,46,49,58,59,60,63,66,72,73,75
1/9/89,03 07 12 14 17 18 23 24 26 33 41 43 50 51 53 56 60 68 74 79,,,Pick 10,3,7,12,14,17,18,23,24,26,33,41,43,50,51,53,56,60,68,74,79
1/8/89,10 23 25 27 32 33 35 36 37 39 41 47 53 62 63 65 72 73 78 79,,,Pick 10,10,23,25,27,32,33,35,36,37,39,41,47,53,62,63,65,72,73,78,79
1/7/89,03 04 14 19 20 28 32 36 37 40 41 45 46 47 49 53 61 62 65 66,,,Pick 10,3,4,14,19,20,28,32,36,37,40,41,45,46,47,49,53,61,62,65,66
1/6/89,03 19 20 21 29 31 34 38 46 50 51 52 58 60 61 66 68 69 78 80,,,Pick 10,3,19,20,21,29,31,34,38,46,50,51,52,58,60,61,66,68,69,78,80
1/5/89,01 02 03 04 08 14 16 19 20 28 38 39 42 47 51 54 71 74 76 79,,,Pick 10,1,2,3,4,8,14,16,19,20,28,38,39,42,47,51,54,71,74,76,79
1/4/89,10 14 17 18 20 21 29 33 42 44 45 46 47 61 63 65 66 75 78 80,,,Pick 10,10,14,17,18,20,21,29,33,42,44,45,46,47,61,63,65,66,75,78,80
1/3/89,01 06 07 09 13 17 20 22 23 27 37 39 45 50 53 54 57 61 65 69,,,Pick 10,1,6,7,9,13,17,20,22,23,27,37,39,45,50,53,54,57,61,65,69
1/2/89,01 07 10 13 22 23 25 31 32 47 49 50 57 58 66 67 73 74 75 77,,,Pick 10,1,7,10,13,22,23,25,31,32,47,49,50,57,58,66,67,73,74,75,77
1/1/89,03 11 16 17 24 26 29 31 32 35 45 47 49 57 58 59 63 73 74 78,,,Pick 10,3,11,16,17,24,26,29,31,32,35,45,47,49,57,58,59,63,73,74,78
12/31/88,06 09 16 17 18 24 29 36 37 45 47 55 57 60 64 67 72 74 76 80,,,Pick 10,6,9,16,17,18,24,29,36,37,45,47,55,57,60,64,67,72,74,76,80
12/30/88,14 15 18 23 25 27 32 36 40 41 49 53 57 60 66 67 70 75 79 80,,,Pick 10,14,15,18,23,25,27,32,36,40,41,49,53,57,60,66,67,70,75,79,80
12/29/88,06 16 18 19 26 29 37 38 41 53 61 64 65 66 69 73 74 75 76 77,,,Pick 10,6,16,18,19,26,29,37,38,41,53,61,64,65,66,69,73,74,75,76,77
12/28/88,03 08 10 14 20 24 25 27 29 30 33 35 37 40 41 43 48 53 57 68,,,Pick 10,3,8,10,14,20,24,25,27,29,30,33,35,37,40,41,43,48,53,57,68
12/27/88,04 08 21 24 33 34 36 37 46 47 49 53 58 61 64 65 66 69 71 78,,,Pick 10,4,8,21,24,33,34,36,37,46,47,49,53,58,61,64,65,66,69,71,78
12/26/88,02 09 12 18 37 38 39 42 46 47 49 53 58 62 67 72 75 77 78 79,,,Pick 10,2,9,12,18,37,38,39,42,46,47,49,53,58,62,67,72,75,77,78,79
12/24/88,02 06 08 11 12 17 22 30 37 44 45 47 49 51 58 61 63 66 74 76,,,Pick 10,2,6,8,11,12,17,22,30,37,44,45,47,49,51,58,61,63,66,74,76
12/23/88,01 03 06 11 13 24 25 30 32 34 35 43 45 52 56 62 64 65 69 80,,,Pick 10,1,3,6,11,13,24,25,30,32,34,35,43,45,52,56,62,64,65,69,80
12/22/88,12 17 18 19 22 26 27 30 34 38 40 46 48 49 58 71 73 76 78 79,,,Pick 10,12,17,18,19,22,26,27,30,34,38,40,46,48,49,58,71,73,76,78,79
12/21/88,04 05 07 08 09 19 27 34 37 41 44 51 53 64 68 73 76 77 78 79,,,Pick 10,4,5,7,8,9,19,27,34,37,41,44,51,53,64,68,73,76,77,78,79
12/20/88,03 04 06 07 11 12 15 19 21 28 30 37 46 47 51 54 61 62 64 76,,,Pick 10,3,4,6,7,11,12,15,19,21,28,30,37,46,47,51,54,61,62,64,76
12/19/88,01 07 12 14 18 22 26 30 37 47 49 55 58 59 60 61 68 69 72 79,,,Pick 10,1,7,12,14,18,22,26,30,37,47,49,55,58,59,60,61,68,69,72,79
12/18/88,01 04 09 13 16 17 21 36 37 39 40 47 49 50 54 56 73 75 77 78,,,Pick 10,1,4,9,13,16,17,21,36,37,39,40,47,49,50,54,56,73,75,77,78
12/17/88,03 05 13 23 28 35 37 38 43 47 49 53 55 56 58 61 63 64 65 71,,,Pick 10,3,5,13,23,28,35,37,38,43,47,49,53,55,56,58,61,63,64,65,71
12/16/88,02 04 08 10 16 20 27 42 44 46 51 55 59 61 64 70 72 73 78 79,,,Pick 10,2,4,8,10,16,20,27,42,44,46,51,55,59,61,64,70,72,73,78,79
12/15/88,04 05 07 09 12 14 16 20 25 30 32 36 37 42 50 53 55 68 74 78,,,Pick 10,4,5,7,9,12,14,16,20,25,30,32,36,37,42,50,53,55,68,74,78
12/14/88,02 11 17 23 28 32 33 34 36 37 39 41 42 47 62 69 72 74 78 80,,,Pick 10,2,11,17,23,28,32,33,34,36,37,39,41,42,47,62,69,72,74,78,80
12/13/88,09 18 19 21 22 24 27 28 29 39 40 41 45 61 64 71 72 75 76 79,,,Pick 10,9,18,19,21,22,24,27,28,29,39,40,41,45,61,64,71,72,75,76,79
12/12/88,01 03 06 14 18 20 25 28 29 41 50 51 53 55 57 61 64 71 72 80,,,Pick 10,1,3,6,14,18,20,25,28,29,41,50,51,53,55,57,61,64,71,72,80
12/11/88,04 12 13 18 20 22 24 26 29 30 32 38 42 45 47 49 52 53 55 64,,,Pick 10,4,12,13,18,20,22,24,26,29,30,32,38,42,45,47,49,52,53,55,64
12/10/88,14 16 22 27 28 31 37 38 46 50 51 52 62 63 68 74 76 77 78 79,,,Pick 10,14,16,22,27,28,31,37,38,46,50,51,52,62,63,68,74,76,77,78,79
12/9/88,01 04 05 07 08 10 13 14 15 20 26 27 37 41 48 53 55 71 73 79,,,Pick 10,1,4,5,7,8,10,13,14,15,20,26,27,37,41,48,53,55,71,73,79
12/8/88,01 10 11 16 19 22 26 27 39 45 47 53 55 56 60 65 67 68 77 80,,,Pick 10,1,10,11,16,19,22,26,27,39,45,47,53,55,56,60,65,67,68,77,80
12/7/88,04 10 12 14 19 20 22 23 29 33 40 43 46 50 52 59 65 66 68 75,,,Pick 10,4,10,12,14,19,20,22,23,29,33,40,43,46,50,52,59,65,66,68,75
12/6/88,08 11 13 14 16 25 27 34 35 37 39 40 50 53 58 60 70 72 75 76,,,Pick 10,8,11,13,14,16,25,27,34,35,37,39,40,50,53,58,60,70,72,75,76
12/5/88,02 09 22 24 26 29 34 37 41 42 52 53 58 59 62 63 69 71 77 80,,,Pick 10,2,9,22,24,26,29,34,37,41,42,52,53,58,59,62,63,69,71,77,80
12/4/88,02 09 14 16 17 23 24 29 32 34 39 47 48 50 51 53 58 70 71 74,,,Pick 10,2,9,14,16,17,23,24,29,32,34,39,47,48,50,51,53,58,70,71,74
12/3/88,08 10 11 21 22 24 26 35 40 45 46 48 55 56 61 65 66 71 77 80,,,Pick 10,8,10,11,21,22,24,26,35,40,45,46,48,55,56,61,65,66,71,77,80
12/2/88,05 07 08 12 14 19 23 25 27 29 33 35 40 52 53 60 64 70 74 78,,,Pick 10,5,7,8,12,14,19,23,25,27,29,33,35,40,52,53,60,64,70,74,78
12/1/88,01 08 19 23 25 27 28 29 30 36 38 46 49 50 52 64 71 73 77 80,,,Pick 10,1,8,19,23,25,27,28,29,30,36,38,46,49,50,52,64,71,73,77,80
11/30/88,04 10 14 15 16 22 27 31 37 41 46 53 54 58 63 67 69 72 77 78,,,Pick 10,4,10,14,15,16,22,27,31,37,41,46,53,54,58,63,67,69,72,77,78
11/29/88,07 09 15 19 21 22 26 30 33 43 50 53 54 57 61 62 63 64 72 78,,,Pick 10,7,9,15,19,21,22,26,30,33,43,50,53,54,57,61,62,63,64,72,78
11/28/88,02 03 08 13 14 22 24 33 39 44 50 54 56 58 59 61 63 65 79 80,,,Pick 10,2,3,8,13,14,22,24,33,39,44,50,54,56,58,59,61,63,65,79,80
11/27/88,06 08 11 20 21 23 25 28 31 36 41 45 47 52 56 64 68 70 72 78,,,Pick 10,6,8,11,20,21,23,25,28,31,36,41,45,47,52,56,64,68,70,72,78
11/26/88,12 19 20 21 22 30 33 37 42 43 48 50 55 59 60 63 65 69 70 80,,,Pick 10,12,19,20,21,22,30,33,37,42,43,48,50,55,59,60,63,65,69,70,80
11/25/88,01 05 19 22 23 27 34 35 40 42 43 44 47 48 49 67 68 69 71 80,,,Pick 10,1,5,19,22,23,27,34,35,40,42,43,44,47,48,49,67,68,69,71,80
11/24/88,13 18 20 23 25 28 30 33 34 47 53 54 59 62 65 66 71 73 74 75,,,Pick 10,13,18,20,23,25,28,30,33,34,47,53,54,59,62,65,66,71,73,74,75
11/23/88,02 04 05 13 21 25 26 27 35 37 38 50 55 57 58 63 71 72 75 76,,,Pick 10,2,4,5,13,21,25,26,27,35,37,38,50,55,57,58,63,71,72,75,76
11/22/88,04 08 11 15 30 41 42 44 48 49 50 52 57 61 62 66 67 68 73 79,,,Pick 10,4,8,11,15,30,41,42,44,48,49,50,52,57,61,62,66,67,68,73,79
11/21/88,04 08 13 14 15 16 19 37 38 42 44 49 53 57 63 65 72 73 75 76,,,Pick 10,4,8,13,14,15,16,19,37,38,42,44,49,53,57,63,65,72,73,75,76
11/20/88,01 02 17 28 30 31 34 38 43 47 50 54 58 62 63 64 73 76 78 79,,,Pick 10,1,2,17,28,30,31,34,38,43,47,50,54,58,62,63,64,73,76,78,79
11/19/88,03 08 15 19 21 27 35 38 43 45 49 52 53 55 56 59 61 66 69 79,,,Pick 10,3,8,15,19,21,27,35,38,43,45,49,52,53,55,56,59,61,66,69,79
11/18/88,05 11 14 21 37 38 39 46 50 51 54 55 57 60 63 64 65 70 71 73,,,Pick 10,5,11,14,21,37,38,39,46,50,51,54,55,57,60,63,64,65,70,71,73
11/17/88,01 10 16 21 24 29 37 42 43 49 52 58 61 62 68 69 71 72 73 74,,,Pick 10,1,10,16,21,24,29,37,42,43,49,52,58,61,62,68,69,71,72,73,74
11/16/88,01 06 19 21 29 31 32 37 46 53 57 62 64 67 69 70 73 74 77 80,,,Pick 10,1,6,19,21,29,31,32,37,46,53,57,62,64,67,69,70,73,74,77,80
11/15/88,05 06 14 17 21 22 23 30 36 46 47 54 57 66 67 72 75 77 79 80,,,Pick 10,5,6,14,17,21,22,23,30,36,46,47,54,57,66,67,72,75,77,79,80
11/14/88,10 12 14 26 27 29 33 42 43 44 51 54 57 59 60 63 64 69 74 76,,,Pick 10,10,12,14,26,27,29,33,42,43,44,51,54,57,59,60,63,64,69,74,76
11/13/88,04 05 06 11 13 19 24 25 28 29 33 50 58 60 63 68 71 72 76 79,,,Pick 10,4,5,6,11,13,19,24,25,28,29,33,50,58,60,63,68,71,72,76,79
11/12/88,01 07 10 19 25 28 32 33 37 39 41 45 46 53 63 64 68 71 73 80,,,Pick 10,1,7,10,19,25,28,32,33,37,39,41,45,46,53,63,64,68,71,73,80
11/11/88,01 04 05 06 07 10 16 17 18 23 32 38 44 45 64 67 69 73 76 79,,,Pick 10,1,4,5,6,7,10,16,17,18,23,32,38,44,45,64,67,69,73,76,79
11/10/88,01 05 09 10 11 12 23 24 29 32 37 48 50 53 56 58 60 67 71 77,,,Pick 10,1,5,9,10,11,12,23,24,29,32,37,48,50,53,56,58,60,67,71,77
11/9/88,01 14 15 16 19 22 24 25 31 40 43 47 57 64 65 67 69 70 77 80,,,Pick 10,1,14,15,16,19,22,24,25,31,40,43,47,57,64,65,67,69,70,77,80
11/8/88,06 13 21 22 25 26 33 36 38 40 41 43 44 49 52 59 61 64 72 76,,,Pick 10,6,13,21,22,25,26,33,36,38,40,41,43,44,49,52,59,61,64,72,76
11/7/88,18 21 25 33 34 38 41 44 45 49 54 56 62 68 72 74 75 76 77 80,,,Pick 10,18,21,25,33,34,38,41,44,45,49,54,56,62,68,72,74,75,76,77,80
11/6/88,04 05 08 17 19 21 24 37 41 43 44 46 55 56 62 64 65 67 74 79,,,Pick 10,4,5,8,17,19,21,24,37,41,43,44,46,55,56,62,64,65,67,74,79
11/5/88,05 06 13 15 26 27 28 33 34 36 39 45 46 47 51 54 59 62 66 74,,,Pick 10,5,6,13,15,26,27,28,33,34,36,39,45,46,47,51,54,59,62,66,74
11/4/88,02 04 06 07 14 16 22 24 29 33 46 47 53 55 61 65 70 77 79 80,,,Pick 10,2,4,6,7,14,16,22,24,29,33,46,47,53,55,61,65,70,77,79,80
11/3/88,05 06 07 10 15 20 23 27 28 36 38 45 59 66 67 69 74 75 77 78,,,Pick 10,5,6,7,10,15,20,23,27,28,36,38,45,59,66,67,69,74,75,77,78
